"date","month","day","hour","year","temp_c","wind_kph","wind_dir","pressure_mpa","humidity","direction","company_name","product_name","size","blades","pitch","config","average_chord","average_pitch","voltage","Motor_used","ESC_signal_s","Torque_Nm","Thrust_gf","Motor_Optical_Speed_RPM","Motor_Efficiency_","Propeller_Mech_Efficiency_gfW","Overall_Efficiency_gfW","Voltage_V","Current_A","Electrical_Power_W","Mechanical_Power_W","Vibration_g"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1000","-0.0010279491543769","4.835727021740048","6.055425176401644e-26","1.006028840981755e-27","1019.7162129779284","7.463238754737695","24.19080352783203","0.0267845392227172","0.6479395031929016","6.51845810310635e-30","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1200","0.0056214989162981","24.907580437409106","771.8260929923725","26.243600249290463","54.81902995767464","14.386486772652558","24.19095802307129","0.0715687945485115","1.7313177585601809","0.4543601274490356","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1250","0.0157213546335697","62.85657193836232","1234.880133811221","51.9366979598999","30.91770810803242","16.057637113284766","24.19128036499023","0.1618117988109588","3.9144346714019775","2.0330281257629395","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1300","0.0302890539169311","124.36469488745936","1709.3978184223167","62.09099888801575","22.93715936704013","14.241911328019476","24.1915340423584","0.3609652817249298","8.732303619384766","5.4219746589660645","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1350","0.0457295030355453","195.1188389529373","2087.411596325762","72.87132740020752","19.51938078251803","14.224031423692514","24.191713333129883","0.5670350193977356","13.717548370361328","9.996159553527832","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1400","0.0674913227558136","288.0530354856712","2533.1132410298696","78.74802947044373","16.089452311448948","12.670127640188284","24.192115783691406","0.9397614002227784","22.73481750488281","17.903221130371094","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1450","0.0879228860139846","377.4867761606328","2903.496732297008","80.08859753608704","14.120491476319051","11.30890349195052","24.192413330078125","1.3797552585601809","33.379608154296875","26.733259201049805","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1500","0.107753999531269","461.5551172116735","3212.303463617678","80.12592196464539","12.733417669509832","10.202768460620174","24.192699432373047","1.8699121475219729","45.238224029541016","36.24754333496094","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1550","0.1311861425638198","568.208827055269","3567.4065649566905","82.16071128845215","11.594146998368316","9.5258331858975","24.192852020263672","2.465573310852051","59.64925003051758","49.00824737548828","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1575","0.1434976160526275","618.5823174588979","3747.389298693966","81.54284358024597","10.984882458684414","8.95738533611169","24.193363189697266","2.854434013366699","69.05835723876953","56.31214904785156","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1600","0.1590465307235717","682.7626982464247","3922.67781644615","82.39358067512512","10.450434081939138","8.610486777601533","24.19373321533203","3.2774734497070312","79.29431915283203","65.33342742919922","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1625","0.1761374473571777","750.7431307935118","4093.552174183052","82.40470886230469","9.942845828316807","8.193373088727073","24.19405937194824","3.7872142791748047","91.62808990478516","75.505859375","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1650","0.1880257725715637","805.4092812632842","4267.875212821838","82.54556655883789","9.584267667137391","7.9113881405509","24.194561004638672","4.207713603973389","101.80378723144533","84.03451538085938","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T2","0","0","24","4006","1675","0.2001876235008239","863.1974724150334","4418.457898157333","81.84682726860046","9.319092138661825","7.627381503523956","24.19489860534668","4.677468776702881","113.17088317871094","92.62677764892578","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T3","0","0","24","4006","1000","-0.0022414831910282","6.646028967581942","0","0.0","-inf","37.11778791938095","24.198843002319336","0.0073992130346596","0.179052397608757","0.0","0.0"
"19","3","Sunday","06:55:49","2023","26.0","9.0","W","0.1017","70","CW","3DP","SG6043","16","2","-1.0","T3","0","0","24","4006","1200","0.0052412981167435","28.27154608645577","770.833220266944","28.677403926849365","66.82233380638523","19.16291016168888","24.19913673400879","0.060966070741415","1.4753262996673584","0.4230852723121643","0.0"
